Regex,Alfabeto,Estados de aceptación,Estados,Transiciones,Error
(?:(?:H*|G?I|G*K+A+D*)J+|E)J?|B+,,,,,Línea 2438: ValueError: '?' inválido.
B*G?E?C?|D?HF+F?|K+,B C D E F G H K,S8 S9 S7 S4 S2 S6 S5 S3,S0 S1 S2 S3 S4 S5 S6 S7 S8 S9,S8 --B--> S8 | S8 --C--> S2 | S8 --E--> S4 | S8 --G--> S7 | S9 --B--> S8 | S9 --C--> S2 | S9 --D--> S1 | S9 --E--> S4 | S9 --G--> S7 | S9 --H--> S0 | S9 --K--> S3 | S7 --C--> S2 | S7 --E--> S4 | S4 --C--> S2 | S1 --H--> S0 | S0 --F--> S5 | S6 --F--> S6 | S5 --F--> S6 | S3 --K--> S3,
[LKBH]?,B H K L [ ],S6 S5,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --L--> S2 | S2 --K--> S3 | S3 --B--> S4 | S4 --H--> S6 | S6 --]--> S5,
(?:(?:C*|I+K*|LJ|G?E+K?J|I+)C*),,,,,Línea 2441: ValueError: '?' inválido.
(?:K*E|A+I?|K?E|E*I?)A*|E?,,,,,Línea 2442: ValueError: '?' inválido.
[LIHDC]+,C D H I L [ ],S7,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --L--> S2 | S2 --I--> S3 | S3 --H--> S4 | S4 --D--> S5 | S5 --C--> S6 | S6 --]--> S7 | S7 --]--> S7,
J|DA*|LH+|J+JDK+|H+,A D H J K L,S9 S7 S4 S5 S3 S2,S0 S1 S2 S3 S4 S5 S6 S7 S8 S9,S8 --D--> S7 | S8 --H--> S2 | S8 --J--> S9 | S8 --L--> S0 | S9 --J--> S6 | S7 --A--> S4 | S4 --A--> S4 | S0 --H--> S5 | S5 --H--> S5 | S6 --D--> S1 | S6 --J--> S6 | S1 --K--> S3 | S3 --K--> S3 | S2 --H--> S2,
(?:(?:D*)G*AE?|G*B+|F*G|L+H+)L?,,,,,Línea 2445: ValueError: '?' inválido.
K*|A?C*|G+J?A*,A C G J K,S1 S6 S4 S2 S5 S3 S0,S0 S1 S2 S3 S4 S5 S6,S1 --K--> S1 | S6 --A--> S4 | S6 --C--> S2 | S6 --G--> S5 | S6 --K--> S1 | S4 --C--> S2 | S2 --C--> S2 | S5 --A--> S0 | S5 --G--> S5 | S5 --J--> S3 | S3 --A--> S0 | S0 --A--> S0,
F+HK?CH*|H,C F H K,S5 S3 S0,S0 S1 S2 S3 S4 S5 S6,S4 --F--> S4 | S4 --H--> S6 | S1 --F--> S4 | S1 --H--> S0 | S6 --C--> S5 | S6 --K--> S2 | S2 --C--> S5 | S5 --H--> S3 | S3 --H--> S3,
KI?C+|K+G*I*,C G I K,S6 S3 S2 S5 S4 S1,S0 S1 S2 S3 S4 S5 S6,S0 --K--> S6 | S6 --C--> S2 | S6 --G--> S4 | S6 --I--> S3 | S6 --K--> S5 | S3 --C--> S2 | S3 --I--> S1 | S2 --C--> S2 | S5 --G--> S4 | S5 --I--> S1 | S5 --K--> S5 | S4 --G--> S4 | S4 --I--> S1 | S1 --I--> S1,
F*|H?J*I,F H I J,S1 S4 S0,S0 S1 S2 S3 S4,S1 --F--> S1 | S4 --F--> S1 | S4 --H--> S3 | S4 --I--> S0 | S4 --J--> S2 | S3 --I--> S0 | S3 --J--> S2 | S2 --I--> S0 | S2 --J--> S2,
[ECABH]*,A B C E H [ ],S7 S6,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --E--> S2 | S2 --C--> S3 | S3 --A--> S4 | S4 --B--> S5 | S5 --H--> S7 | S7 --]--> S6 | S6 --]--> S6,
(?:(?:A?|B?F*C*)G+B?),,,,,Línea 2451: ValueError: '?' inválido.
K?A+E+|G+C?|C*B?C+I+,A B C E G I K,S6 S7 S2 S5,S0 S1 S2 S3 S4 S5 S6 S7 S8 S9,S9 --A--> S3 | S9 --B--> S1 | S9 --C--> S8 | S9 --G--> S7 | S9 --K--> S0 | S0 --A--> S3 | S3 --A--> S3 | S3 --E--> S6 | S6 --E--> S6 | S7 --C--> S2 | S7 --G--> S7 | S8 --B--> S1 | S8 --C--> S8 | S8 --I--> S5 | S1 --C--> S4 | S4 --C--> S4 | S4 --I--> S5 | S5 --I--> S5,
[HEK]?,E H K [ ],S5 S4,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --H--> S2 | S2 --E--> S3 | S3 --K--> S5 | S5 --]--> S4,
(?:I*|LJ+J*)K?J*,,,,,Línea 2454: ValueError: '?' inválido.
[FCHJD]+,C D F H J [ ],S7,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --F--> S2 | S2 --C--> S3 | S3 --H--> S4 | S4 --J--> S5 | S5 --D--> S6 | S6 --]--> S7 | S7 --]--> S7,
(?:(?:C?H+|I?)D?D+|D+)A|L+,,,,,Línea 2456: ValueError: '?' inválido.
(?:(?:G?)B?B+L?K*)G*CH+,,,,,Línea 2457: ValueError: '?' inválido.
(?:C|D*)D?B|J?,,,,,Línea 2458: ValueError: '?' inválido.
L?I*K|I+,I K L,S3 S0,S0 S1 S2 S3 S4,S4 --I--> S3 | S4 --K--> S0 | S4 --L--> S2 | S2 --I--> S1 | S2 --K--> S0 | S1 --I--> S1 | S1 --K--> S0 | S3 --I--> S3 | S3 --K--> S0,
[CBKA],A B C K [ ],S1,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S2 | S2 --C--> S3 | S3 --B--> S4 | S4 --K--> S5 | S5 --A--> S6 | S6 --]--> S1,
(?:(?:(?:D+A*)L*F?C?)E+)B?G?,,,,,Línea 2461: ValueError: '?' inválido.
(?:(?:(?:(?:(?:D)H*C*|K?)D?|D?)L?I*)K|A*)C+|H+,,,,,Línea 2462: ValueError: '?' inválido.
[IKACEJ]+,A C E I J K [ ],S8,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --I--> S2 | S2 --K--> S3 | S3 --A--> S4 | S4 --C--> S5 | S5 --E--> S6 | S6 --J--> S7 | S7 --]--> S8 | S8 --]--> S8,
(?:I|L?KH?)E+|GA*K?|A?,,,,,Línea 2464: ValueError: '?' inválido.
A*C+H*,A C H,S3 S0,S0 S1 S2 S3,S1 --A--> S1 | S1 --C--> S3 | S2 --A--> S1 | S2 --C--> S3 | S3 --C--> S3 | S3 --H--> S0 | S0 --H--> S0,
G?|HH?H+,G H,S4 S0 S3 S1,S0 S1 S2 S3 S4,S4 --G--> S0 | S4 --H--> S2 | S2 --H--> S3 | S3 --H--> S1 | S1 --H--> S1,
(?:K+CF|JI)E*|D,,,,,Línea 2467: ValueError: '?' inválido.
K*FF*G+E*,E F G K,S5 S0,S0 S1 S2 S3 S4 S5,S1 --F--> S4 | S1 --K--> S1 | S2 --F--> S4 | S2 --K--> S1 | S4 --F--> S3 | S4 --G--> S5 | S3 --F--> S3 | S3 --G--> S5 | S5 --E--> S0 | S5 --G--> S5 | S0 --E--> S0,
(?:I|F+E+F)A*CK?J,,,,,Línea 2469: ValueError: '?' inválido.
J*FKH*|J?C?D+,C D F H J K,S4 S3 S5,S0 S1 S2 S3 S4 S5 S6 S7,S2 --F--> S0 | S2 --J--> S2 | S6 --C--> S1 | S6 --D--> S5 | S6 --F--> S0 | S6 --J--> S2 | S7 --C--> S1 | S7 --D--> S5 | S7 --F--> S0 | S7 --J--> S6 | S0 --K--> S4 | S4 --H--> S3 | S3 --H--> S3 | S1 --D--> S5 | S5 --D--> S5,
[HDLF]*,D F H L [ ],S6 S5,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --H--> S2 | S2 --D--> S3 | S3 --L--> S4 | S4 --F--> S6 | S6 --]--> S5 | S5 --]--> S5,
(?:(?:J*|E*G*D+|L?F*)L+)EF+|F?,,,,,Línea 2472: ValueError: '?' inválido.
(?:(?:A+|H?)D?E*A|G+),,,,,Línea 2473: ValueError: '?' inválido.
(?:FL?|C*K+C|I?E)BF*,,,,,Línea 2474: ValueError: '?' inválido.
(?:(?:G?|EG)G+)B*IA?I?,,,,,Línea 2475: ValueError: '?' inválido.
(?:(?:D*)AI?A?|H+F?J*|D*B*A+),,,,,Línea 2476: ValueError: '?' inválido.
(?:K+|D+K|H?K*)I?|A?C*|J?I?K,,,,,Línea 2477: ValueError: '?' inválido.
[KJDIB],B D I J K [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S2 | S2 --K--> S3 | S3 --J--> S4 | S4 --D--> S5 | S5 --I--> S6 | S6 --B--> S7 | S7 --]--> S1,
I+H|KC?|K*,C H I K,S4 S0 S5 S1 S2,S0 S1 S2 S3 S4 S5,S3 --H--> S0 | S3 --I--> S3 | S4 --I--> S3 | S4 --K--> S5 | S5 --C--> S1 | S5 --K--> S2 | S2 --K--> S2,
D+B+E?J*I|KLFI*,B D E F I J K L,S0 S7 S5,S0 S1 S2 S3 S4 S5 S6 S7 S8 S9,S6 --B--> S9 | S6 --D--> S6 | S3 --D--> S6 | S3 --K--> S1 | S9 --B--> S9 | S9 --E--> S8 | S9 --I--> S0 | S9 --J--> S4 | S8 --I--> S0 | S8 --J--> S4 | S4 --I--> S0 | S4 --J--> S4 | S1 --L--> S2 | S2 --F--> S7 | S7 --I--> S5 | S5 --I--> S5,
[GBLED],B D E G L [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S2 | S2 --G--> S3 | S3 --B--> S4 | S4 --L--> S5 | S5 --E--> S6 | S6 --D--> S7 | S7 --]--> S1,
(?:L*|E*D*)A+|A,,,,,Línea 2482: ValueError: '?' inválido.
[KLEHG]+,E G H K L [ ],S7,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --K--> S2 | S2 --L--> S3 | S3 --E--> S4 | S4 --H--> S5 | S5 --G--> S6 | S6 --]--> S7 | S7 --]--> S7,
(?:(?:(?:B|E*D+D+)I+)C|K+K*),,,,,Línea 2484: ValueError: '?' inválido.
[KFDL]*,D F K L [ ],S6 S5,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --K--> S2 | S2 --F--> S3 | S3 --D--> S4 | S4 --L--> S6 | S6 --]--> S5 | S5 --]--> S5,
(?:A?H?|G+BD)G*I+,,,,,Línea 2486: ValueError: '?' inválido.
(?:I|H+)H?|IA?|IF,,,,,Línea 2487: ValueError: '?' inválido.
[IJCLFH],C F H I J L [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S2 | S2 --I--> S3 | S3 --J--> S4 | S4 --C--> S5 | S5 --L--> S6 | S6 --F--> S7 | S7 --H--> S8 | S8 --]--> S1,
(?:A?E*)LI*,,,,,Línea 2489: ValueError: '?' inválido.
(?:J+FK*E*EB+|B*)BI?|F*,,,,,Línea 2490: ValueError: '?' inválido.
J*IGD?J*|B*,B D G I J,S5 S6 S4 S2 S3,S0 S1 S2 S3 S4 S5 S6,S1 --I--> S0 | S1 --J--> S1 | S5 --B--> S3 | S5 --I--> S0 | S5 --J--> S1 | S0 --G--> S6 | S6 --D--> S4 | S6 --J--> S2 | S4 --J--> S2 | S2 --J--> S2 | S3 --B--> S3,
[HICLG]?,C G H I L [ ],S7 S6,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --H--> S2 | S2 --I--> S3 | S3 --C--> S4 | S4 --L--> S5 | S5 --G--> S7 | S7 --]--> S6,
(?:(?:B*C+FD|G?)L+)C,,,,,Línea 2493: ValueError: '?' inválido.
[BAF]*,A B F [ ],S5 S4,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --B--> S2 | S2 --A--> S3 | S3 --F--> S5 | S5 --]--> S4 | S4 --]--> S4,
[EHF]?,E F H [ ],S5 S4,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --E--> S2 | S2 --H--> S3 | S3 --F--> S5 | S5 --]--> S4,
(?:D?F?B*K*)H,,,,,Línea 2496: ValueError: '?' inválido.
(?:(?:C*|H+E*I+)BG*)CC+|C?,,,,,Línea 2497: ValueError: '?' inválido.
FB+H?,B F H,S3 S2,S0 S1 S2 S3,S0 --F--> S1 | S1 --B--> S3 | S3 --B--> S3 | S3 --H--> S2,
(?:(?:H)C*H*|E+G?),,,,,Línea 2499: ValueError: '?' inválido.
H|A+D?BL+,A B D H L,S0 S4,S0 S1 S2 S3 S4 S5,S2 --A--> S5 | S2 --H--> S0 | S5 --A--> S5 | S5 --B--> S1 | S5 --D--> S3 | S3 --B--> S1 | S1 --L--> S4 | S4 --L--> S4,
(?:B?|LH?|K?)F?A+C?|FI|K?D?D|F,,,,,Línea 2501: ValueError: '?' inválido.
[BLGF]?,B F G L [ ],S6 S5,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --B--> S2 | S2 --L--> S3 | S3 --G--> S4 | S4 --F--> S6 | S6 --]--> S5,
(?:A)G+J|A+,,,,,Línea 2503: ValueError: '?' inválido.
(?:(?:A*G)E*|G+H*|I?)B*C+|I*AF+,,,,,Línea 2504: ValueError: '?' inválido.
[KLFDJ]+,D F J K L [ ],S7,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --K--> S2 | S2 --L--> S3 | S3 --F--> S4 | S4 --D--> S5 | S5 --J--> S6 | S6 --]--> S7 | S7 --]--> S7,
[LKJG],G J K L [ ],S1,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S2 | S2 --L--> S3 | S3 --K--> S4 | S4 --J--> S5 | S5 --G--> S6 | S6 --]--> S1,
(?:C?|IC)G+I?B+A*,,,,,Línea 2507: ValueError: '?' inválido.
(?:(?:H?)A?|C?K?|C*B?H|A?)H+,,,,,Línea 2508: ValueError: '?' inválido.
(?:D+B)L?B?|E+A+|A*D,,,,,Línea 2509: ValueError: '?' inválido.
(?:A?|A)E+F+|L?,,,,,Línea 2510: ValueError: '?' inválido.
(?:(?:C|E+B+)L*L)I,,,,,Línea 2511: ValueError: '?' inválido.
(?:(?:J+JE+|IF*)I?A*I+)E+,,,,,Línea 2512: ValueError: '?' inválido.
AA+J?,A J,S3 S2,S0 S1 S2 S3,S0 --A--> S1 | S1 --A--> S3 | S3 --A--> S3 | S3 --J--> S2,
(?:E*)D+E?,,,,,Línea 2514: ValueError: '?' inválido.
(?:(?:(?:D+)E+E+)J)D?B|D+F*,,,,,Línea 2515: ValueError: '?' inválido.
(?:A+|GL*|J*D?J?FD?E?|J),,,,,Línea 2516: ValueError: '?' inválido.
[ELA]?,A E L [ ],S5 S4,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --E--> S2 | S2 --L--> S3 | S3 --A--> S5 | S5 --]--> S4,
D*K?A*I+|G?J,A D G I J K,S3 S0,S0 S1 S2 S3 S4 S5 S6,S5 --A--> S2 | S5 --D--> S5 | S5 --I--> S3 | S5 --K--> S4 | S6 --A--> S2 | S6 --D--> S5 | S6 --G--> S1 | S6 --I--> S3 | S6 --J--> S0 | S6 --K--> S4 | S4 --A--> S2 | S4 --I--> S3 | S2 --A--> S2 | S2 --I--> S3 | S3 --I--> S3 | S1 --J--> S0,
H*F*C+I*|L?,C F H I L,S5 S4 S2 S0,S0 S1 S2 S3 S4 S5,S3 --C--> S4 | S3 --F--> S1 | S3 --H--> S3 | S5 --C--> S4 | S5 --F--> S1 | S5 --H--> S3 | S5 --L--> S0 | S1 --C--> S4 | S1 --F--> S1 | S4 --C--> S4 | S4 --I--> S2 | S2 --I--> S2,
(?:(?:G?C+)H*),,,,,Línea 2520: ValueError: '?' inválido.
(?:K+B*CI*|C*IF),,,,,Línea 2521: ValueError: '?' inválido.
[EHL]+,E H L [ ],S5,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --E--> S2 | S2 --H--> S3 | S3 --L--> S4 | S4 --]--> S5 | S5 --]--> S5,
[KACBE]*,A B C E K [ ],S7 S6,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --K--> S2 | S2 --A--> S3 | S3 --C--> S4 | S4 --B--> S5 | S5 --E--> S7 | S7 --]--> S6 | S6 --]--> S6,
C+K*H*H*,C H K,S3 S2 S1,S0 S1 S2 S3,S0 --C--> S3 | S3 --C--> S3 | S3 --H--> S1 | S3 --K--> S2 | S2 --H--> S1 | S2 --K--> S2 | S1 --H--> S1,
[DBFHL]+,B D F H L [ ],S7,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --D--> S2 | S2 --B--> S3 | S3 --F--> S4 | S4 --H--> S5 | S5 --L--> S6 | S6 --]--> S7 | S7 --]--> S7,
(?:(?:F*|J+L+)A?C*),,,,,Línea 2526: ValueError: '?' inválido.
(?:(?:(?:C?A+)H?E?DF+)D+),,,,,Línea 2527: ValueError: '?' inválido.
(?:(?:(?:G?F*)C?|L)E+G*|L+)I*|C*,,,,,Línea 2528: ValueError: '?' inválido.
[KEHDB],B D E H K [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S2 | S2 --K--> S3 | S3 --E--> S4 | S4 --H--> S5 | S5 --D--> S6 | S6 --B--> S7 | S7 --]--> S1,
F?L+H?|C*L*|B+L?,B C F H L,S8 S7 S6 S2 S4 S3 S5 S1,S0 S1 S2 S3 S4 S5 S6 S7 S8,S8 --B--> S5 | S8 --C--> S4 | S8 --F--> S0 | S8 --L--> S7 | S0 --L--> S6 | S7 --H--> S2 | S7 --L--> S7 | S6 --H--> S2 | S6 --L--> S6 | S4 --C--> S4 | S4 --L--> S3 | S3 --L--> S3 | S5 --B--> S5 | S5 --L--> S1,
(?:J?|C?)LL|J?C+|D?A,,,,,Línea 2531: ValueError: '?' inválido.
(?:(?:F*C|I)I?D*|B+H?H),,,,,Línea 2532: ValueError: '?' inválido.
G|C?A*A,A C G,S0 S2,S0 S1 S2 S3,S3 --A--> S2 | S3 --C--> S1 | S3 --G--> S0 | S1 --A--> S2 | S2 --A--> S2,
H+G?L+H*|I*K|H*D?D?|H+H*,D G H I K L,S9 S8 S7 S5 S4 S2 S6 S3,S0 S1 S2 S3 S4 S5 S6 S7 S8 S9,S9 --D--> S6 | S9 --G--> S0 | S9 --H--> S9 | S9 --L--> S5 | S8 --D--> S6 | S8 --G--> S0 | S8 --H--> S9 | S8 --L--> S5 | S7 --D--> S6 | S7 --H--> S8 | S7 --I--> S1 | S7 --K--> S2 | S0 --L--> S5 | S5 --H--> S4 | S5 --L--> S5 | S4 --H--> S4 | S1 --I--> S1 | S1 --K--> S2 | S6 --D--> S3,
(?:F?H|E*)H?A?|B?K?|BE?J?D,,,,,Línea 2535: ValueError: '?' inválido.
G+G?J*|K?,G J K,S4 S3 S2 S1 S0,S0 S1 S2 S3 S4,S4 --G--> S4 | S4 --J--> S1 | S3 --G--> S4 | S3 --J--> S1 | S2 --G--> S3 | S2 --K--> S0 | S1 --J--> S1,
[IEAF]+,A E F I [ ],S6,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --I--> S2 | S2 --E--> S3 | S3 --A--> S4 | S4 --F--> S5 | S5 --]--> S6 | S6 --]--> S6,
(?:(?:E*)J?I*L?C*|E?)K?F?,,,,,Línea 2538: ValueError: '?' inválido.
[IJK],I J K [ ],S1,S0 S1 S2 S3 S4 S5,S0 --[--> S2 | S2 --I--> S3 | S3 --J--> S4 | S4 --K--> S5 | S5 --]--> S1,
[DGB],B D G [ ],S1,S0 S1 S2 S3 S4 S5,S0 --[--> S2 | S2 --D--> S3 | S3 --G--> S4 | S4 --B--> S5 | S5 --]--> S1,
(?:F)F?|G?K*|E?E+,,,,,Línea 2541: ValueError: '?' inválido.
[HBFLG]+,B F G H L [ ],S7,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --H--> S2 | S2 --B--> S3 | S3 --F--> S4 | S4 --L--> S5 | S5 --G--> S6 | S6 --]--> S7 | S7 --]--> S7,
[FDAGHI]*,A D F G H I [ ],S8 S7,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --F--> S2 | S2 --D--> S3 | S3 --A--> S4 | S4 --G--> S5 | S5 --H--> S6 | S6 --I--> S8 | S8 --]--> S7 | S7 --]--> S7,
(?:C+E?)B*,,,,,Línea 2544: ValueError: '?' inválido.
(?:B*L*B|I*),,,,,Línea 2545: ValueError: '?' inválido.
(?:L*|A?)J?F*E,,,,,Línea 2546: ValueError: '?' inválido.
[EBKFCJ]?,B C E F J K [ ],S8 S7,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --E--> S2 | S2 --B--> S3 | S3 --K--> S4 | S4 --F--> S5 | S5 --C--> S6 | S6 --J--> S8 | S8 --]--> S7,
(?:K+F*F?J*E+E+E),,,,,Línea 2548: ValueError: '?' inválido.
[EKAF]*,A E F K [ ],S6 S5,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --E--> S2 | S2 --K--> S3 | S3 --A--> S4 | S4 --F--> S6 | S6 --]--> S5 | S5 --]--> S5,
(?:F+|J?H?B*G?G+A*),,,,,Línea 2550: ValueError: '?' inválido.
[CFL]?,C F L [ ],S5 S4,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --C--> S2 | S2 --F--> S3 | S3 --L--> S5 | S5 --]--> S4,
(?:C*)C?B*DB+C*J*I?|D*,,,,,Línea 2552: ValueError: '?' inválido.
[HGBKA]*,A B G H K [ ],S7 S6,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --H--> S2 | S2 --G--> S3 | S3 --B--> S4 | S4 --K--> S5 | S5 --A--> S7 | S7 --]--> S6 | S6 --]--> S6,
DB*F*|A*C+G+C?|I*,A B C D F G I,S7 S6 S5 S3 S8 S1 S2,S0 S1 S2 S3 S4 S5 S6 S7 S8,S7 --A--> S0 | S7 --C--> S4 | S7 --D--> S6 | S7 --I--> S2 | S6 --B--> S5 | S6 --F--> S3 | S5 --B--> S5 | S5 --F--> S3 | S3 --F--> S3 | S0 --A--> S0 | S0 --C--> S4 | S4 --C--> S4 | S4 --G--> S8 | S8 --C--> S1 | S8 --G--> S8 | S2 --I--> S2,
E+E+A?D*J?|DI+,A D E I J,S7 S6 S5 S2 S4,S0 S1 S2 S3 S4 S5 S6 S7,S3 --E--> S7 | S7 --A--> S6 | S7 --D--> S5 | S7 --E--> S7 | S7 --J--> S2 | S1 --D--> S0 | S1 --E--> S3 | S6 --D--> S5 | S6 --J--> S2 | S5 --D--> S5 | S5 --J--> S2 | S0 --I--> S4 | S4 --I--> S4,
[CFKE]?,C E F K [ ],S6 S5,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --C--> S2 | S2 --F--> S3 | S3 --K--> S4 | S4 --E--> S6 | S6 --]--> S5,
[LJFAH]+,A F H J L [ ],S7,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --L--> S2 | S2 --J--> S3 | S3 --F--> S4 | S4 --A--> S5 | S5 --H--> S6 | S6 --]--> S7 | S7 --]--> S7,
(?:(?:F?|D*AA*K+C|L)L|H+J*),,,,,Línea 2558: ValueError: '?' inválido.
CH*LL+C+|D?A|J+B,A B C D H J L,S8 S3 S1,S0 S1 S2 S3 S4 S5 S6 S7 S8 S9,S9 --A--> S3 | S9 --C--> S5 | S9 --D--> S2 | S9 --J--> S7 | S5 --H--> S4 | S5 --L--> S0 | S4 --H--> S4 | S4 --L--> S0 | S0 --L--> S6 | S6 --C--> S8 | S6 --L--> S6 | S8 --C--> S8 | S2 --A--> S3 | S7 --B--> S1 | S7 --J--> S7,
(?:(?:(?:G*)A+)C*)B*|E,,,,,Línea 2560: ValueError: '?' inválido.
(?:FL*|E?J*|C+D+),,,,,Línea 2561: ValueError: '?' inválido.
(?:(?:K*D?)A+)A+A,,,,,Línea 2562: ValueError: '?' inválido.
[EHLFD]*,D E F H L [ ],S7 S6,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --E--> S2 | S2 --H--> S3 | S3 --L--> S4 | S4 --F--> S5 | S5 --D--> S7 | S7 --]--> S6 | S6 --]--> S6,
[GKCLEB]+,B C E G K L [ ],S8,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --G--> S2 | S2 --K--> S3 | S3 --C--> S4 | S4 --L--> S5 | S5 --E--> S6 | S6 --B--> S7 | S7 --]--> S8 | S8 --]--> S8,
(?:H*C|B+)C*E*F*|I*C?K?,,,,,Línea 2565: ValueError: '?' inválido.
(?:(?:BG)A+),,,,,Línea 2566: ValueError: '?' inválido.
[HDK]*,D H K [ ],S5 S4,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --H--> S2 | S2 --D--> S3 | S3 --K--> S5 | S5 --]--> S4 | S4 --]--> S4,
[ABHDCF]*,A B C D F H [ ],S8 S7,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --A--> S2 | S2 --B--> S3 | S3 --H--> S4 | S4 --D--> S5 | S5 --C--> S6 | S6 --F--> S8 | S8 --]--> S7 | S7 --]--> S7,
[CHGJAK],A C G H J K [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S2 | S2 --C--> S3 | S3 --H--> S4 | S4 --G--> S5 | S5 --J--> S6 | S6 --A--> S7 | S7 --K--> S8 | S8 --]--> S1,
(?:E*A+K+|B*E?|K+)JC+|B?,,,,,Línea 2570: ValueError: '?' inválido.
BC+|C+B?K*K+|A+,A B C K,S3 S5 S2,S0 S1 S2 S3 S4 S5 S6,S1 --A--> S2 | S1 --B--> S0 | S1 --C--> S6 | S0 --C--> S3 | S3 --C--> S3 | S6 --B--> S4 | S6 --C--> S6 | S6 --K--> S5 | S4 --K--> S5 | S5 --K--> S5 | S2 --A--> S2,
[ECLD]+,C D E L [ ],S6,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --E--> S2 | S2 --C--> S3 | S3 --L--> S4 | S4 --D--> S5 | S5 --]--> S6 | S6 --]--> S6,
(?:C?|HJ*AK)B*|H?HL*,,,,,Línea 2573: ValueError: '?' inválido.
[ELIFB]?,B E F I L [ ],S7 S6,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --E--> S2 | S2 --L--> S3 | S3 --I--> S4 | S4 --F--> S5 | S5 --B--> S7 | S7 --]--> S6,
C?|J*E|F+I|DJ?G*|C*,C D E F G I J,S9 S7 S3 S1 S8 S6 S5 S2,S0 S1 S2 S3 S4 S5 S6 S7 S8 S9,S9 --C--> S7 | S9 --D--> S8 | S9 --E--> S3 | S9 --F--> S4 | S9 --J--> S0 | S7 --C--> S2 | S0 --E--> S3 | S0 --J--> S0 | S4 --F--> S4 | S4 --I--> S1 | S8 --G--> S5 | S8 --J--> S6 | S6 --G--> S5 | S5 --G--> S5 | S2 --C--> S2,
[EAIHC]?,A C E H I [ ],S7 S6,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --E--> S2 | S2 --A--> S3 | S3 --I--> S4 | S4 --H--> S5 | S5 --C--> S7 | S7 --]--> S6,
(?:(?:BK+H)K*),,,,,Línea 2577: ValueError: '?' inválido.
[FLKJ]+,F J K L [ ],S6,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --F--> S2 | S2 --L--> S3 | S3 --K--> S4 | S4 --J--> S5 | S5 --]--> S6 | S6 --]--> S6,
(?:L?|C+H+G*K*),,,,,Línea 2579: ValueError: '?' inválido.
(?:(?:L)DK+J+)L|E*,,,,,Línea 2580: ValueError: '?' inválido.
(?:D+|B+J)D+,,,,,Línea 2581: ValueError: '?' inválido.
