Regex,Alfabeto,Estados de aceptación,Estados,Transiciones,Error
((((A|J|C)*F((L|D|K|G)))*)|((K|E|F|G)+F)|((K|D|L)*A((J|I))))*,A C D E F G I J K L,S21 S28 S22 S19 S23 S20 S27 S26 S18 S24 S15 S25 S16 S17 S14,S0 S1 S10 S11 S12 S13 S14 S15 S16 S17 S18 S19 S2 S20 S21 S22 S23 S24 S25 S26 S27 S28 S3 S4 S5 S6 S7 S8 S9,S4 --A--> S4 | S4 --C--> S2 | S4 --F--> S1 | S4 --J--> S5 | S9 --A--> S4 | S9 --C--> S2 | S9 --F--> S1 | S9 --I--> S17 | S9 --J--> S21 | S21 --A--> S9 | S21 --C--> S2 | S21 --D--> S7 | S21 --E--> S11 | S21 --F--> S12 | S21 --G--> S8 | S21 --J--> S5 | S21 --K--> S13 | S21 --L--> S3 | S5 --A--> S4 | S5 --C--> S2 | S5 --F--> S1 | S5 --J--> S5 | S2 --A--> S4 | S2 --C--> S2 | S2 --F--> S1 | S2 --J--> S5 | S28 --A--> S9 | S28 --C--> S2 | S28 --D--> S23 | S28 --E--> S11 | S28 --F--> S28 | S28 --G--> S24 | S28 --J--> S5 | S28 --K--> S27 | S28 --L--> S22 | S22 --A--> S9 | S22 --C--> S2 | S22 --D--> S7 | S22 --E--> S11 | S22 --F--> S12 | S22 --G--> S8 | S22 --J--> S5 | S22 --K--> S13 | S22 --L--> S3 | S19 --A--> S9 | S19 --C--> S2 | S19 --D--> S7 | S19 --E--> S11 | S19 --F--> S12 | S19 --G--> S8 | S19 --J--> S5 | S19 --K--> S13 | S19 --L--> S3 | S23 --A--> S9 | S23 --C--> S2 | S23 --D--> S7 | S23 --E--> S11 | S23 --F--> S12 | S23 --G--> S8 | S23 --J--> S5 | S23 --K--> S13 | S23 --L--> S3 | S20 --A--> S9 | S20 --C--> S2 | S20 --D--> S7 | S20 --E--> S11 | S20 --F--> S12 | S20 --G--> S8 | S20 --J--> S5 | S20 --K--> S13 | S20 --L--> S3 | S27 --A--> S9 | S27 --C--> S2 | S27 --D--> S7 | S27 --E--> S11 | S27 --F--> S28 | S27 --G--> S8 | S27 --J--> S5 | S27 --K--> S13 | S27 --L--> S3 | S26 --A--> S9 | S26 --C--> S2 | S26 --D--> S7 | S26 --E--> S11 | S26 --F--> S28 | S26 --G--> S8 | S26 --J--> S5 | S26 --K--> S13 | S26 --L--> S3 | S18 --A--> S9 | S18 --C--> S2 | S18 --D--> S7 | S18 --E--> S11 | S18 --F--> S12 | S18 --G--> S8 | S18 --J--> S5 | S18 --K--> S13 | S18 --L--> S3 | S24 --A--> S9 | S24 --C--> S2 | S24 --D--> S7 | S24 --E--> S11 | S24 --F--> S28 | S24 --G--> S8 | S24 --J--> S5 | S24 --K--> S13 | S24 --L--> S3 | S15 --A--> S9 | S15 --C--> S2 | S15 --D--> S7 | S15 --E--> S11 | S15 --F--> S12 | S15 --G--> S8 | S15 --J--> S5 | S15 --K--> S13 | S15 --L--> S3 | S25 --A--> S9 | S25 --C--> S2 | S25 --D--> S7 | S25 --E--> S11 | S25 --F--> S28 | S25 --G--> S8 | S25 --J--> S5 | S25 --K--> S13 | S25 --L--> S3 | S16 --A--> S9 | S16 --C--> S2 | S16 --D--> S7 | S16 --E--> S11 | S16 --F--> S12 | S16 --G--> S8 | S16 --J--> S5 | S16 --K--> S13 | S16 --L--> S3 | S17 --A--> S9 | S17 --C--> S2 | S17 --D--> S7 | S17 --E--> S11 | S17 --F--> S12 | S17 --G--> S8 | S17 --J--> S5 | S17 --K--> S13 | S17 --L--> S3 | S14 --A--> S9 | S14 --C--> S2 | S14 --D--> S7 | S14 --E--> S11 | S14 --F--> S12 | S14 --G--> S8 | S14 --J--> S5 | S14 --K--> S13 | S14 --L--> S3 | S1 --D--> S20 | S1 --G--> S15 | S1 --K--> S18 | S1 --L--> S19 | S12 --D--> S20 | S12 --E--> S11 | S12 --F--> S25 | S12 --G--> S24 | S12 --K--> S26 | S12 --L--> S19 | S10 --E--> S11 | S10 --F--> S25 | S10 --G--> S8 | S10 --K--> S10 | S13 --A--> S0 | S13 --D--> S7 | S13 --E--> S11 | S13 --F--> S25 | S13 --G--> S8 | S13 --K--> S13 | S13 --L--> S3 | S11 --E--> S11 | S11 --F--> S25 | S11 --G--> S8 | S11 --K--> S10 | S8 --E--> S11 | S8 --F--> S25 | S8 --G--> S8 | S8 --K--> S10 | S6 --A--> S0 | S6 --D--> S7 | S6 --K--> S6 | S6 --L--> S3 | S7 --A--> S0 | S7 --D--> S7 | S7 --K--> S6 | S7 --L--> S3 | S3 --A--> S0 | S3 --D--> S7 | S3 --K--> S6 | S3 --L--> S3 | S0 --I--> S17 | S0 --J--> S16,
((J|B|F)*GGJ)(((H|E|A)*E)*)((D|B|K|L)*J)*(F|D)*,A B D E F G H J K L,S16 S17 S15 S14 S2 S3,S0 S1 S10 S11 S12 S13 S14 S15 S16 S17 S2 S3 S4 S5 S6 S7 S8 S9,S7 --B--> S8 | S7 --F--> S5 | S7 --G--> S0 | S7 --J--> S7 | S8 --B--> S8 | S8 --F--> S5 | S8 --G--> S0 | S8 --J--> S7 | S5 --B--> S8 | S5 --F--> S5 | S5 --G--> S0 | S5 --J--> S7 | S4 --B--> S8 | S4 --F--> S5 | S4 --G--> S0 | S4 --J--> S7 | S0 --G--> S1 | S1 --J--> S16 | S16 --A--> S6 | S16 --B--> S13 | S16 --D--> S15 | S16 --E--> S17 | S16 --F--> S2 | S16 --H--> S9 | S16 --J--> S14 | S16 --K--> S11 | S16 --L--> S10 | S9 --A--> S6 | S9 --E--> S17 | S9 --H--> S9 | S17 --A--> S6 | S17 --B--> S13 | S17 --D--> S15 | S17 --E--> S17 | S17 --F--> S2 | S17 --H--> S9 | S17 --J--> S14 | S17 --K--> S11 | S17 --L--> S10 | S6 --A--> S6 | S6 --E--> S17 | S6 --H--> S9 | S12 --B--> S13 | S12 --D--> S12 | S12 --J--> S14 | S12 --K--> S11 | S12 --L--> S10 | S15 --B--> S13 | S15 --D--> S15 | S15 --F--> S2 | S15 --J--> S14 | S15 --K--> S11 | S15 --L--> S10 | S13 --B--> S13 | S13 --D--> S12 | S13 --J--> S14 | S13 --K--> S11 | S13 --L--> S10 | S11 --B--> S13 | S11 --D--> S12 | S11 --J--> S14 | S11 --K--> S11 | S11 --L--> S10 | S10 --B--> S13 | S10 --D--> S12 | S10 --J--> S14 | S10 --K--> S11 | S10 --L--> S10 | S14 --B--> S13 | S14 --D--> S15 | S14 --F--> S2 | S14 --J--> S14 | S14 --K--> S11 | S14 --L--> S10 | S2 --D--> S3 | S2 --F--> S2 | S3 --D--> S3 | S3 --F--> S2,
(((H|D|E|B)*G((J|G|A)))*)((E|J|G|D)*)A(A|K|E)*C,A B C D E G H J K,S0,S0 S1 S10 S11 S12 S13 S14 S15 S16 S17 S18 S19 S2 S20 S21 S22 S23 S24 S25 S3 S4 S5 S6 S7 S8 S9,S11 --B--> S6 | S11 --D--> S12 | S11 --E--> S8 | S11 --G--> S1 | S11 --H--> S11 | S12 --B--> S6 | S12 --D--> S12 | S12 --E--> S8 | S12 --G--> S1 | S12 --H--> S11 | S18 --A--> S2 | S18 --B--> S6 | S18 --D--> S18 | S18 --E--> S21 | S18 --G--> S15 | S18 --H--> S11 | S18 --J--> S14 | S8 --B--> S6 | S8 --D--> S12 | S8 --E--> S8 | S8 --G--> S1 | S8 --H--> S11 | S21 --A--> S2 | S21 --B--> S6 | S21 --D--> S18 | S21 --E--> S21 | S21 --G--> S15 | S21 --H--> S11 | S21 --J--> S14 | S25 --A--> S10 | S25 --B--> S6 | S25 --C--> S0 | S25 --D--> S18 | S25 --E--> S25 | S25 --G--> S15 | S25 --H--> S11 | S25 --J--> S14 | S25 --K--> S5 | S6 --B--> S6 | S6 --D--> S12 | S6 --E--> S8 | S6 --G--> S1 | S6 --H--> S11 | S23 --A--> S2 | S23 --B--> S6 | S23 --D--> S18 | S23 --E--> S21 | S23 --G--> S15 | S23 --H--> S11 | S23 --J--> S14 | S19 --A--> S2 | S19 --B--> S6 | S19 --D--> S18 | S19 --E--> S21 | S19 --G--> S15 | S19 --H--> S11 | S19 --J--> S14 | S22 --A--> S2 | S22 --B--> S6 | S22 --D--> S18 | S22 --E--> S21 | S22 --G--> S15 | S22 --H--> S11 | S22 --J--> S14 | S20 --A--> S2 | S20 --B--> S6 | S20 --D--> S18 | S20 --E--> S21 | S20 --G--> S15 | S20 --H--> S11 | S20 --J--> S14 | S17 --A--> S2 | S17 --B--> S6 | S17 --D--> S18 | S17 --E--> S21 | S17 --G--> S15 | S17 --H--> S11 | S17 --J--> S14 | S24 --A--> S10 | S24 --B--> S6 | S24 --C--> S0 | S24 --D--> S18 | S24 --E--> S25 | S24 --G--> S15 | S24 --H--> S11 | S24 --J--> S14 | S24 --K--> S5 | S16 --A--> S2 | S16 --B--> S6 | S16 --D--> S18 | S16 --E--> S21 | S16 --G--> S15 | S16 --H--> S11 | S16 --J--> S14 | S1 --A--> S17 | S1 --G--> S20 | S1 --J--> S19 | S15 --A--> S24 | S15 --D--> S7 | S15 --E--> S13 | S15 --G--> S22 | S15 --J--> S23 | S13 --A--> S2 | S13 --D--> S7 | S13 --E--> S13 | S13 --G--> S9 | S13 --J--> S14 | S14 --A--> S2 | S14 --D--> S7 | S14 --E--> S13 | S14 --G--> S9 | S14 --J--> S14 | S9 --A--> S2 | S9 --D--> S7 | S9 --E--> S13 | S9 --G--> S9 | S9 --J--> S14 | S7 --A--> S2 | S7 --D--> S7 | S7 --E--> S13 | S7 --G--> S9 | S7 --J--> S14 | S10 --A--> S4 | S10 --C--> S0 | S10 --E--> S3 | S10 --K--> S5 | S2 --A--> S4 | S2 --C--> S0 | S2 --E--> S3 | S2 --K--> S5 | S4 --A--> S4 | S4 --C--> S0 | S4 --E--> S3 | S4 --K--> S5 | S5 --A--> S4 | S5 --C--> S0 | S5 --E--> S3 | S5 --K--> S5 | S3 --A--> S4 | S3 --C--> S0 | S3 --E--> S3 | S3 --K--> S5,
(G(I|A|B)*B)((F|K)+I),A B F G I K,S1,S0 S1 S2 S3 S4 S5 S6 S7,S0 --G--> S4 | S4 --A--> S6 | S4 --B--> S7 | S4 --I--> S5 | S5 --A--> S6 | S5 --B--> S7 | S5 --I--> S5 | S6 --A--> S6 | S6 --B--> S7 | S6 --I--> S5 | S7 --A--> S6 | S7 --B--> S7 | S7 --F--> S2 | S7 --I--> S5 | S7 --K--> S3 | S2 --F--> S2 | S2 --I--> S1 | S2 --K--> S3 | S3 --F--> S2 | S3 --I--> S1 | S3 --K--> S3,
((((H|F)*C)*)|((F|A|I|E)*A))*,A C E F H I,S6 S8 S7,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --C--> S6 | S0 --F--> S1 | S0 --H--> S0 | S1 --C--> S6 | S1 --F--> S1 | S1 --H--> S0 | S5 --A--> S8 | S5 --C--> S6 | S5 --E--> S2 | S5 --F--> S5 | S5 --H--> S0 | S5 --I--> S3 | S6 --A--> S8 | S6 --C--> S6 | S6 --E--> S2 | S6 --F--> S5 | S6 --H--> S0 | S6 --I--> S3 | S8 --A--> S8 | S8 --C--> S6 | S8 --E--> S2 | S8 --F--> S5 | S8 --H--> S0 | S8 --I--> S3 | S7 --A--> S8 | S7 --C--> S6 | S7 --E--> S2 | S7 --F--> S5 | S7 --H--> S0 | S7 --I--> S3 | S4 --A--> S8 | S4 --E--> S2 | S4 --F--> S4 | S4 --I--> S3 | S3 --A--> S8 | S3 --E--> S2 | S3 --F--> S4 | S3 --I--> S3 | S2 --A--> S8 | S2 --E--> S2 | S2 --F--> S4 | S2 --I--> S3,
((F|H|I)*IBB)(((K|J|A|E)*D((G|A|L|E)))*)(B|K|H|I)+H,A B D E F G H I J K L,S14,S0 S1 S10 S11 S12 S13 S14 S15 S16 S17 S18 S19 S2 S20 S3 S4 S5 S6 S7 S8 S9,S3 --F--> S3 | S3 --H--> S4 | S3 --I--> S5 | S4 --F--> S3 | S4 --H--> S4 | S4 --I--> S5 | S5 --B--> S0 | S5 --F--> S3 | S5 --H--> S4 | S5 --I--> S5 | S1 --F--> S3 | S1 --H--> S4 | S1 --I--> S5 | S0 --B--> S15 | S15 --A--> S7 | S15 --B--> S12 | S15 --D--> S2 | S15 --E--> S6 | S15 --H--> S11 | S15 --I--> S8 | S15 --J--> S10 | S15 --K--> S20 | S9 --A--> S7 | S9 --D--> S2 | S9 --E--> S6 | S9 --J--> S10 | S9 --K--> S9 | S20 --A--> S7 | S20 --B--> S12 | S20 --D--> S2 | S20 --E--> S6 | S20 --H--> S14 | S20 --I--> S8 | S20 --J--> S10 | S20 --K--> S20 | S10 --A--> S7 | S10 --D--> S2 | S10 --E--> S6 | S10 --J--> S10 | S10 --K--> S9 | S7 --A--> S7 | S7 --D--> S2 | S7 --E--> S6 | S7 --J--> S10 | S7 --K--> S9 | S6 --A--> S7 | S6 --D--> S2 | S6 --E--> S6 | S6 --J--> S10 | S6 --K--> S9 | S18 --A--> S7 | S18 --B--> S12 | S18 --D--> S2 | S18 --E--> S6 | S18 --H--> S11 | S18 --I--> S8 | S18 --J--> S10 | S18 --K--> S20 | S19 --A--> S7 | S19 --B--> S12 | S19 --D--> S2 | S19 --E--> S6 | S19 --H--> S11 | S19 --I--> S8 | S19 --J--> S10 | S19 --K--> S20 | S17 --A--> S7 | S17 --B--> S12 | S17 --D--> S2 | S17 --E--> S6 | S17 --H--> S11 | S17 --I--> S8 | S17 --J--> S10 | S17 --K--> S20 | S16 --A--> S7 | S16 --B--> S12 | S16 --D--> S2 | S16 --E--> S6 | S16 --H--> S11 | S16 --I--> S8 | S16 --J--> S10 | S16 --K--> S20 | S2 --A--> S19 | S2 --E--> S16 | S2 --G--> S18 | S2 --L--> S17 | S12 --B--> S12 | S12 --H--> S14 | S12 --I--> S8 | S12 --K--> S13 | S13 --B--> S12 | S13 --H--> S14 | S13 --I--> S8 | S13 --K--> S13 | S11 --B--> S12 | S11 --H--> S14 | S11 --I--> S8 | S11 --K--> S13 | S14 --B--> S12 | S14 --H--> S14 | S14 --I--> S8 | S14 --K--> S13 | S8 --B--> S12 | S8 --H--> S14 | S8 --I--> S8 | S8 --K--> S13,
((J|F)*IFK((C|A|F)*E)((E|L|F)*A)(G|C)*)*,A C E F G I J K L,S13 S14 S15 S4,S0 S1 S10 S11 S12 S13 S14 S15 S2 S3 S4 S5 S6 S7 S8 S9,S2 --F--> S3 | S2 --I--> S0 | S2 --J--> S2 | S3 --F--> S3 | S3 --I--> S0 | S3 --J--> S2 | S13 --C--> S15 | S13 --F--> S3 | S13 --G--> S14 | S13 --I--> S0 | S13 --J--> S2 | S14 --C--> S15 | S14 --F--> S3 | S14 --G--> S14 | S14 --I--> S0 | S14 --J--> S2 | S15 --C--> S15 | S15 --F--> S3 | S15 --G--> S14 | S15 --I--> S0 | S15 --J--> S2 | S4 --F--> S3 | S4 --I--> S0 | S4 --J--> S2 | S0 --F--> S1 | S1 --K--> S5 | S5 --A--> S10 | S5 --C--> S9 | S5 --E--> S7 | S5 --F--> S6 | S9 --A--> S10 | S9 --C--> S9 | S9 --E--> S7 | S9 --F--> S6 | S10 --A--> S10 | S10 --C--> S9 | S10 --E--> S7 | S10 --F--> S6 | S6 --A--> S10 | S6 --C--> S9 | S6 --E--> S7 | S6 --F--> S6 | S7 --A--> S13 | S7 --E--> S11 | S7 --F--> S8 | S7 --L--> S12 | S11 --A--> S13 | S11 --E--> S11 | S11 --F--> S8 | S11 --L--> S12 | S12 --A--> S13 | S12 --E--> S11 | S12 --F--> S8 | S12 --L--> S12 | S8 --A--> S13 | S8 --E--> S11 | S8 --F--> S8 | S8 --L--> S12,
((A|H|K)*C)*(G(C|F)*I),A C F G H I K,S0,S0 S1 S2 S3 S4 S5 S6 S7 S8,S5 --A--> S5 | S5 --C--> S7 | S5 --H--> S6 | S5 --K--> S4 | S6 --A--> S5 | S6 --C--> S7 | S6 --H--> S6 | S6 --K--> S4 | S4 --A--> S5 | S4 --C--> S7 | S4 --H--> S6 | S4 --K--> S4 | S7 --A--> S5 | S7 --C--> S7 | S7 --G--> S1 | S7 --H--> S6 | S7 --K--> S4 | S8 --A--> S5 | S8 --C--> S7 | S8 --G--> S1 | S8 --H--> S6 | S8 --K--> S4 | S1 --C--> S2 | S1 --F--> S3 | S1 --I--> S0 | S2 --C--> S2 | S2 --F--> S3 | S2 --I--> S0 | S3 --C--> S2 | S3 --F--> S3 | S3 --I--> S0,
((L|G)*B((G|D|I|K)*)(I(B|F|G)*D)(C|I)*D)*,B C D F G I K L,S19 S16 S5 S6,S0 S1 S10 S11 S12 S13 S14 S15 S16 S17 S18 S19 S2 S20 S3 S4 S5 S6 S7 S8 S9,S0 --B--> S10 | S0 --G--> S1 | S0 --L--> S0 | S1 --B--> S10 | S1 --G--> S1 | S1 --L--> S0 | S14 --B--> S10 | S14 --D--> S13 | S14 --G--> S14 | S14 --I--> S17 | S14 --K--> S11 | S14 --L--> S0 | S19 --B--> S10 | S19 --C--> S3 | S19 --D--> S16 | S19 --G--> S14 | S19 --I--> S20 | S19 --K--> S11 | S19 --L--> S0 | S16 --B--> S10 | S16 --D--> S13 | S16 --G--> S14 | S16 --I--> S17 | S16 --K--> S11 | S16 --L--> S0 | S5 --B--> S10 | S5 --G--> S1 | S5 --L--> S0 | S6 --B--> S10 | S6 --G--> S1 | S6 --L--> S0 | S10 --D--> S13 | S10 --G--> S12 | S10 --I--> S17 | S10 --K--> S11 | S12 --D--> S13 | S12 --G--> S12 | S12 --I--> S17 | S12 --K--> S11 | S18 --B--> S8 | S18 --D--> S15 | S18 --F--> S9 | S18 --G--> S18 | S18 --I--> S17 | S18 --K--> S11 | S13 --D--> S13 | S13 --G--> S12 | S13 --I--> S17 | S13 --K--> S11 | S15 --C--> S3 | S15 --D--> S16 | S15 --G--> S12 | S15 --I--> S20 | S15 --K--> S11 | S17 --B--> S8 | S17 --D--> S15 | S17 --F--> S9 | S17 --G--> S18 | S17 --I--> S17 | S17 --K--> S11 | S20 --B--> S8 | S20 --C--> S3 | S20 --D--> S19 | S20 --F--> S9 | S20 --G--> S18 | S20 --I--> S20 | S20 --K--> S11 | S11 --D--> S13 | S11 --G--> S12 | S11 --I--> S17 | S11 --K--> S11 | S8 --B--> S8 | S8 --D--> S2 | S8 --F--> S9 | S8 --G--> S7 | S9 --B--> S8 | S9 --D--> S2 | S9 --F--> S9 | S9 --G--> S7 | S7 --B--> S8 | S7 --D--> S2 | S7 --F--> S9 | S7 --G--> S7 | S2 --C--> S3 | S2 --D--> S5 | S2 --I--> S4 | S3 --C--> S3 | S3 --D--> S5 | S3 --I--> S4 | S4 --C--> S3 | S4 --D--> S5 | S4 --I--> S4,
(L|G|E)*K((C|J|K))(F|J|L|B)+D,B C D E F G J K L,S0,S0 S1 S10 S11 S12 S2 S3 S4 S5 S6 S7 S8 S9,S5 --E--> S3 | S5 --G--> S6 | S5 --K--> S1 | S5 --L--> S5 | S6 --E--> S3 | S6 --G--> S6 | S6 --K--> S1 | S6 --L--> S5 | S3 --E--> S3 | S3 --G--> S6 | S3 --K--> S1 | S3 --L--> S5 | S2 --E--> S3 | S2 --G--> S6 | S2 --K--> S1 | S2 --L--> S5 | S1 --C--> S7 | S1 --J--> S8 | S1 --K--> S4 | S7 --B--> S9 | S7 --F--> S11 | S7 --J--> S12 | S7 --L--> S10 | S8 --B--> S9 | S8 --F--> S11 | S8 --J--> S12 | S8 --L--> S10 | S4 --B--> S9 | S4 --F--> S11 | S4 --J--> S12 | S4 --L--> S10 | S11 --B--> S9 | S11 --D--> S0 | S11 --F--> S11 | S11 --J--> S12 | S11 --L--> S10 | S12 --B--> S9 | S12 --D--> S0 | S12 --F--> S11 | S12 --J--> S12 | S12 --L--> S10 | S10 --B--> S9 | S10 --D--> S0 | S10 --F--> S11 | S10 --J--> S12 | S10 --L--> S10 | S9 --B--> S9 | S9 --D--> S0 | S9 --F--> S11 | S9 --J--> S12 | S9 --L--> S10,
(((B|F|A)*K((H|J)))|((A|E)*L)|(((H|J)*F((C|D)))*))*,A B C D E F H J K L,S15 S16 S12 S13 S14 S11,S0 S1 S10 S11 S12 S13 S14 S15 S16 S2 S3 S4 S5 S6 S7 S8 S9,S7 --A--> S6 | S7 --B--> S7 | S7 --F--> S8 | S7 --K--> S0 | S8 --A--> S6 | S8 --B--> S7 | S8 --F--> S8 | S8 --K--> S0 | S9 --A--> S6 | S9 --B--> S7 | S9 --C--> S13 | S9 --D--> S14 | S9 --F--> S8 | S9 --K--> S0 | S6 --A--> S6 | S6 --B--> S7 | S6 --F--> S8 | S6 --K--> S0 | S10 --A--> S10 | S10 --B--> S7 | S10 --E--> S3 | S10 --F--> S8 | S10 --K--> S0 | S10 --L--> S12 | S15 --A--> S10 | S15 --B--> S7 | S15 --E--> S3 | S15 --F--> S9 | S15 --H--> S4 | S15 --J--> S5 | S15 --K--> S0 | S15 --L--> S12 | S16 --A--> S10 | S16 --B--> S7 | S16 --E--> S3 | S16 --F--> S9 | S16 --H--> S4 | S16 --J--> S5 | S16 --K--> S0 | S16 --L--> S12 | S12 --A--> S10 | S12 --B--> S7 | S12 --E--> S3 | S12 --F--> S9 | S12 --H--> S4 | S12 --J--> S5 | S12 --K--> S0 | S12 --L--> S12 | S13 --A--> S10 | S13 --B--> S7 | S13 --E--> S3 | S13 --F--> S9 | S13 --H--> S4 | S13 --J--> S5 | S13 --K--> S0 | S13 --L--> S12 | S14 --A--> S10 | S14 --B--> S7 | S14 --E--> S3 | S14 --F--> S9 | S14 --H--> S4 | S14 --J--> S5 | S14 --K--> S0 | S14 --L--> S12 | S11 --A--> S10 | S11 --B--> S7 | S11 --E--> S3 | S11 --F--> S9 | S11 --H--> S4 | S11 --J--> S5 | S11 --K--> S0 | S11 --L--> S12 | S0 --H--> S15 | S0 --J--> S16 | S2 --A--> S2 | S2 --E--> S3 | S2 --L--> S12 | S3 --A--> S2 | S3 --E--> S3 | S3 --L--> S12 | S4 --F--> S1 | S4 --H--> S4 | S4 --J--> S5 | S5 --F--> S1 | S5 --H--> S4 | S5 --J--> S5 | S1 --C--> S13 | S1 --D--> S14,
(((I|H)*)(C|I|H|A)*FAB(((D|K|C|B)*F)*)((I|F|A|D)*KGA))*,A B C D F G H I K,S17 S18,S0 S1 S10 S11 S12 S13 S14 S15 S16 S17 S18 S19 S2 S20 S21 S22 S23 S24 S3 S4 S5 S6 S7 S8 S9,S20 --A--> S4 | S20 --C--> S10 | S20 --F--> S0 | S20 --H--> S19 | S20 --I--> S20 | S19 --A--> S4 | S19 --C--> S10 | S19 --F--> S0 | S19 --H--> S19 | S19 --I--> S20 | S17 --A--> S4 | S17 --C--> S10 | S17 --F--> S0 | S17 --H--> S19 | S17 --I--> S20 | S18 --A--> S4 | S18 --C--> S10 | S18 --F--> S0 | S18 --H--> S19 | S18 --I--> S20 | S10 --A--> S4 | S10 --C--> S10 | S10 --F--> S0 | S10 --H--> S7 | S10 --I--> S11 | S11 --A--> S4 | S11 --C--> S10 | S11 --F--> S0 | S11 --H--> S7 | S11 --I--> S11 | S7 --A--> S4 | S7 --C--> S10 | S7 --F--> S0 | S7 --H--> S7 | S7 --I--> S11 | S4 --A--> S4 | S4 --C--> S10 | S4 --F--> S0 | S4 --H--> S7 | S4 --I--> S11 | S0 --A--> S1 | S1 --B--> S22 | S22 --A--> S9 | S22 --B--> S5 | S22 --C--> S8 | S22 --D--> S23 | S22 --F--> S24 | S22 --I--> S14 | S22 --K--> S16 | S12 --B--> S5 | S12 --C--> S8 | S12 --D--> S12 | S12 --F--> S21 | S12 --K--> S13 | S23 --A--> S9 | S23 --B--> S5 | S23 --C--> S8 | S23 --D--> S23 | S23 --F--> S24 | S23 --I--> S14 | S23 --K--> S16 | S13 --B--> S5 | S13 --C--> S8 | S13 --D--> S12 | S13 --F--> S21 | S13 --K--> S13 | S16 --B--> S5 | S16 --C--> S8 | S16 --D--> S12 | S16 --F--> S21 | S16 --G--> S3 | S16 --K--> S13 | S8 --B--> S5 | S8 --C--> S8 | S8 --D--> S12 | S8 --F--> S21 | S8 --K--> S13 | S5 --B--> S5 | S5 --C--> S8 | S5 --D--> S12 | S5 --F--> S21 | S5 --K--> S13 | S24 --A--> S9 | S24 --B--> S5 | S24 --C--> S8 | S24 --D--> S23 | S24 --F--> S24 | S24 --I--> S14 | S24 --K--> S16 | S21 --A--> S9 | S21 --B--> S5 | S21 --C--> S8 | S21 --D--> S23 | S21 --F--> S24 | S21 --I--> S14 | S21 --K--> S16 | S14 --A--> S9 | S14 --D--> S6 | S14 --F--> S15 | S14 --I--> S14 | S14 --K--> S2 | S15 --A--> S9 | S15 --D--> S6 | S15 --F--> S15 | S15 --I--> S14 | S15 --K--> S2 | S9 --A--> S9 | S9 --D--> S6 | S9 --F--> S15 | S9 --I--> S14 | S9 --K--> S2 | S6 --A--> S9 | S6 --D--> S6 | S6 --F--> S15 | S6 --I--> S14 | S6 --K--> S2 | S2 --G--> S3 | S3 --A--> S17,
((G|H|K)*LLH)(L|J|A)*AFK((A|F|J|H)*JGL)(I|L|K|D)*H,A D F G H I J K L,S0,S0 S1 S10 S11 S12 S13 S14 S15 S16 S17 S18 S19 S2 S20 S21 S22 S3 S4 S5 S6 S7 S8 S9,S8 --G--> S8 | S8 --H--> S9 | S8 --K--> S6 | S8 --L--> S1 | S9 --G--> S8 | S9 --H--> S9 | S9 --K--> S6 | S9 --L--> S1 | S6 --G--> S8 | S6 --H--> S9 | S6 --K--> S6 | S6 --L--> S1 | S5 --G--> S8 | S5 --H--> S9 | S5 --K--> S6 | S5 --L--> S1 | S1 --L--> S2 | S2 --H--> S7 | S7 --A--> S12 | S7 --J--> S11 | S7 --L--> S10 | S10 --A--> S12 | S10 --J--> S11 | S10 --L--> S10 | S11 --A--> S12 | S11 --J--> S11 | S11 --L--> S10 | S12 --A--> S12 | S12 --F--> S3 | S12 --J--> S11 | S12 --L--> S10 | S3 --K--> S13 | S13 --A--> S18 | S13 --F--> S19 | S13 --H--> S14 | S13 --J--> S22 | S18 --A--> S18 | S18 --F--> S19 | S18 --H--> S14 | S18 --J--> S22 | S19 --A--> S18 | S19 --F--> S19 | S19 --H--> S14 | S19 --J--> S22 | S22 --A--> S18 | S22 --F--> S19 | S22 --G--> S4 | S22 --H--> S14 | S22 --J--> S22 | S14 --A--> S18 | S14 --F--> S19 | S14 --H--> S14 | S14 --J--> S22 | S4 --L--> S15 | S15 --D--> S16 | S15 --H--> S0 | S15 --I--> S20 | S15 --K--> S17 | S15 --L--> S21 | S20 --D--> S16 | S20 --H--> S0 | S20 --I--> S20 | S20 --K--> S17 | S20 --L--> S21 | S21 --D--> S16 | S21 --H--> S0 | S21 --I--> S20 | S21 --K--> S17 | S21 --L--> S21 | S17 --D--> S16 | S17 --H--> S0 | S17 --I--> S20 | S17 --K--> S17 | S17 --L--> S21 | S16 --D--> S16 | S16 --H--> S0 | S16 --I--> S20 | S16 --K--> S17 | S16 --L--> S21,
